scenario_name,lookback_cycles,horizon,model,val_RMSE_mean,val_RMSE_std,val_RMSE_min,val_RMSE_max,val_MAE_mean,val_MAE_std,val_MAE_min,val_MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max,val_RMSE_gap_vs_persistence_mean,val_RMSE_gap_vs_persistence_std,val_RMSE_gap_vs_persistence_min,val_RMSE_gap_vs_persistence_max,val_MAE_gap_vs_persistence_mean,val_MAE_gap_vs_persistence_std,val_MAE_gap_vs_persistence_min,val_MAE_gap_vs_persistence_max,RMSE_gap_vs_persistence_mean,RMSE_gap_vs_persistence_std,RMSE_gap_vs_persistence_min,RMSE_gap_vs_persistence_max,MAE_gap_vs_persistence_mean,MAE_gap_vs_persistence_std,MAE_gap_vs_persistence_min,MAE_gap_vs_persistence_max,val_RMSE_ratio_vs_persistence_mean,val_RMSE_ratio_vs_persistence_std,val_RMSE_ratio_vs_persistence_min,val_RMSE_ratio_vs_persistence_max,RMSE_ratio_vs_persistence_mean,RMSE_ratio_vs_persistence_std,RMSE_ratio_vs_persistence_min,RMSE_ratio_vs_persistence_max,train_samples_mean,train_samples_std,train_samples_min,train_samples_max,val_samples_mean,val_samples_std,val_samples_min,val_samples_max,test_samples_mean,test_samples_std,test_samples_min,test_samples_max,n_trials
lookback_10_horizon_50,10,50,cpmlp_cpdsconv_fusion,0.0569061155751823,,0.0569061155751823,0.0569061155751823,0.0199957708352535,,0.0199957708352535,0.0199957708352535,0.0503045305811145,,0.0503045305811145,0.0503045305811145,0.0278784619356702,,0.0278784619356702,0.0278784619356702,-0.005969300629350596,,-0.005969300629350596,-0.005969300629350596,-0.008054069576523899,,-0.008054069576523899,-0.008054069576523899,-0.008619652894351702,,-0.008619652894351702,-0.008619652894351702,-0.009625609719909,,-0.009625609719909,-0.009625609719909,0.9050614534314566,,0.9050614534314566,0.9050614534314566,0.8537162097809875,,0.8537162097809875,0.8537162097809875,9833.0,,9833,9833,2105.0,,2105,2105,2105.0,,2105,2105,1
lookback_10_horizon_50,10,50,cpmlp_cpgru_fusion,0.0575570730230943,,0.0575570730230943,0.0575570730230943,0.019817749954176,,0.019817749954176,0.019817749954176,0.0504043653237497,,0.0504043653237497,0.0504043653237497,0.0280019071669873,,0.0280019071669873,0.0280019071669873,-0.0053183431814385965,,-0.0053183431814385965,-0.0053183431814385965,-0.008232090457601399,,-0.008232090457601399,-0.008232090457601399,-0.008519818151716499,,-0.008519818151716499,-0.008519818151716499,-0.009502164488591903,,-0.009502164488591903,-0.009502164488591903,0.9154145848651228,,0.9154145848651228,0.9154145848651228,0.8554105012712848,,0.8554105012712848,0.8554105012712848,9833.0,,9833,9833,2105.0,,2105,2105,2105.0,,2105,2105,1
lookback_10_horizon_50,10,50,cpgru,0.0578588896902438,,0.0578588896902438,0.0578588896902438,0.0192715937762815,,0.0192715937762815,0.0192715937762815,0.0511026888193956,,0.0511026888193956,0.0511026888193956,0.0274903355365411,,0.0274903355365411,0.0274903355365411,-0.005016526514289091,,-0.005016526514289091,-0.005016526514289091,-0.008778246635495899,,-0.008778246635495899,-0.008778246635495899,-0.007821494656070599,,-0.007821494656070599,-0.007821494656070599,-0.010013736119038101,,-0.010013736119038101,-0.010013736119038101,0.9202148181736023,,0.9202148181736023,0.9202148181736023,0.8672617218475811,,0.8672617218475811,0.8672617218475811,9833.0,,9833,9833,2105.0,,2105,2105,2105.0,,2105,2105,1
lookback_10_horizon_50,10,50,cpdsconv,0.0582899993996329,,0.0582899993996329,0.0582899993996329,0.0204320164870762,,0.0204320164870762,0.0204320164870762,0.0515726865634869,,0.0515726865634869,0.0515726865634869,0.0278683152058628,,0.0278683152058628,0.0278683152058628,-0.004585416804899996,,-0.004585416804899996,-0.004585416804899996,-0.0076178239247012,,-0.0076178239247012,-0.0076178239247012,-0.007351496911979297,,-0.007351496911979297,-0.007351496911979297,-0.009635756449716402,,-0.009635756449716402,-0.009635756449716402,0.9270713884424447,,0.9270713884424447,0.9270713884424447,0.8752380350753578,,0.8752380350753578,0.8752380350753578,9833.0,,9833,9833,2105.0,,2105,2105,2105.0,,2105,2105,1
lookback_10_horizon_50,10,50,persistence,0.0628754162045329,,0.0628754162045329,0.0628754162045329,0.0280498404117774,,0.0280498404117774,0.0280498404117774,0.0589241834754662,,0.0589241834754662,0.0589241834754662,0.0375040716555792,,0.0375040716555792,0.0375040716555792,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,9833.0,,9833,9833,2105.0,,2105,2105,2105.0,,2105,2105,1
lookback_10_horizon_100,10,100,cpmlp_cpgru_fusion,0.0758571491826856,,0.0758571491826856,0.0758571491826856,0.0300240371783935,,0.0300240371783935,0.0300240371783935,0.0810729412030822,,0.0810729412030822,0.0810729412030822,0.0482129995540663,,0.0482129995540663,0.0482129995540663,-0.0277974268069712,,-0.0277974268069712,-0.0277974268069712,-0.019275095950637398,,-0.019275095950637398,-0.019275095950637398,-0.028553859481824595,,-0.028553859481824595,-0.028553859481824595,-0.022497974971118606,,-0.022497974971118606,-0.022497974971118606,0.7318263420445136,,0.7318263420445136,0.7318263420445136,0.7395357768042953,,0.7395357768042953,0.7395357768042953,9241.0,,9241,9241,1983.0,,1983,1983,1983.0,,1983,1983,1
lookback_10_horizon_100,10,100,cpmlp,0.0778352995040645,,0.0778352995040645,0.0778352995040645,0.0306937217006043,,0.0306937217006043,0.0306937217006043,0.0827297876827426,,0.0827297876827426,0.0827297876827426,0.049551938313369,,0.049551938313369,0.049551938313369,-0.025819276485592305,,-0.025819276485592305,-0.025819276485592305,-0.0186054114284266,,-0.0186054114284266,-0.0186054114284266,-0.026897013002164197,,-0.026897013002164197,-0.026897013002164197,-0.021159036211815904,,-0.021159036211815904,-0.021159036211815904,0.7509104037223722,,0.7509104037223722,0.7509104037223722,0.7546492934745717,,0.7546492934745717,0.7546492934745717,9241.0,,9241,9241,1983.0,,1983,1983,1983.0,,1983,1983,1
lookback_10_horizon_100,10,100,cpmlp_dsconv_fusion,0.0790856607720033,,0.0790856607720033,0.0790856607720033,0.030074024660324,,0.030074024660324,0.030074024660324,0.0840774621670385,,0.0840774621670385,0.0840774621670385,0.0504922408289339,,0.0504922408289339,0.0504922408289339,-0.024568915217653503,,-0.024568915217653503,-0.024568915217653503,-0.019225108468706897,,-0.019225108468706897,-0.019225108468706897,-0.025549338517868295,,-0.025549338517868295,-0.025549338517868295,-0.020218733696251004,,-0.020218733696251004,-0.020218733696251004,0.7629731733203451,,0.7629731733203451,0.7629731733203451,0.7669425874125151,,0.7669425874125151,0.7669425874125151,9241.0,,9241,9241,1983.0,,1983,1983,1983.0,,1983,1983,1
lookback_10_horizon_100,10,100,cpmlp_cpdsconv_fusion,0.0904178942239741,,0.0904178942239741,0.0904178942239741,0.0318001154706866,,0.0318001154706866,0.0318001154706866,0.0929057089640581,,0.0929057089640581,0.0929057089640581,0.0527923946924962,,0.0527923946924962,0.0527923946924962,-0.013236681765682698,,-0.013236681765682698,-0.013236681765682698,-0.0174990176583443,,-0.0174990176583443,-0.0174990176583443,-0.016721091720848694,,-0.016721091720848694,-0.016721091720848694,-0.017918579832688707,,-0.017918579832688707,-0.017918579832688707,0.8723000732065749,,0.8723000732065749,0.8723000732065749,0.8474725923188341,,0.8474725923188341,0.8474725923188341,9241.0,,9241,9241,1983.0,,1983,1983,1983.0,,1983,1983,1
lookback_10_horizon_100,10,100,cpdsconv,0.0915880385583388,,0.0915880385583388,0.0915880385583388,0.0337990366309445,,0.0337990366309445,0.0337990366309445,0.0930099296323824,,0.0930099296323824,0.0930099296323824,0.0545928198365148,,0.0545928198365148,0.0545928198365148,-0.012066537431317997,,-0.012066537431317997,-0.012066537431317997,-0.015500096498086396,,-0.015500096498086396,-0.015500096498086396,-0.016616871052524393,,-0.016616871052524393,-0.016616871052524393,-0.016118154688670103,,-0.016118154688670103,-0.016118154688670103,0.8835889557589618,,0.8835889557589618,0.8835889557589618,0.8484232783524789,,0.8484232783524789,0.8484232783524789,9241.0,,9241,9241,1983.0,,1983,1983,1983.0,,1983,1983,1
lookback_10_horizon_100,10,100,cpgru,0.0923201355242756,,0.0923201355242756,0.0923201355242756,0.030797069113602,,0.030797069113602,0.030797069113602,0.0930155875825901,,0.0930155875825901,0.0930155875825901,0.051197548868887,,0.051197548868887,0.051197548868887,-0.011334440465381193,,-0.011334440465381193,-0.011334440465381193,-0.0185020640154289,,-0.0185020640154289,-0.0185020640154289,-0.016611213102316696,,-0.016611213102316696,-0.016611213102316696,-0.019513425656297906,,-0.019513425656297906,-0.019513425656297906,0.890651808112049,,0.890651808112049,0.890651808112049,0.8484748893652271,,0.8484748893652271,0.8484748893652271,9241.0,,9241,9241,1983.0,,1983,1983,1983.0,,1983,1983,1
lookback_10_horizon_100,10,100,persistence,0.1036545759896568,,0.1036545759896568,0.1036545759896568,0.0492991331290309,,0.0492991331290309,0.0492991331290309,0.1096268006849068,,0.1096268006849068,0.1096268006849068,0.0707109745251849,,0.0707109745251849,0.0707109745251849,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,9241.0,,9241,9241,1983.0,,1983,1983,1983.0,,1983,1983,1
lookback_20_horizon_10,20,10,cpmlp,0.0149202316397862,,0.0149202316397862,0.0149202316397862,0.0065279085378006,,0.0065279085378006,0.0065279085378006,0.0164126731109872,,0.0164126731109872,0.0164126731109872,0.0078392363072136,,0.0078392363072136,0.0078392363072136,-0.0010882147598647984,,-0.0010882147598647984,-0.0010882147598647984,-0.0006851406811361005,,-0.0006851406811361005,-0.0006851406811361005,-0.0014297634065031997,,-0.0014297634065031997,-0.0014297634065031997,-0.0009604618378755998,,-0.0009604618378755998,-0.0009604618378755998,0.9320224628488294,,0.9320224628488294,0.9320224628488294,0.919867255511788,,0.919867255511788,0.919867255511788,10205.0,,10205,10205,2189.0,,2189,2189,2189.0,,2189,2189,1
lookback_20_horizon_10,20,10,cpmlp_cpdsconv_fusion,0.0150239998124825,,0.0150239998124825,0.0150239998124825,0.0060246925122011,,0.0060246925122011,0.0060246925122011,0.0164352738573334,,0.0164352738573334,0.0164352738573334,0.0073837649380101,,0.0073837649380101,0.0073837649380101,-0.0009844465871684995,,-0.0009844465871684995,-0.0009844465871684995,-0.0011883567067356004,,-0.0011883567067356004,-0.0011883567067356004,-0.001407162660157002,,-0.001407162660157002,-0.001407162660157002,-0.001415933207079099,,-0.001415933207079099,-0.001415933207079099,0.9385045517477598,,0.9385045517477598,0.9385045517477598,0.9211339404919501,,0.9211339404919501,0.9211339404919501,10205.0,,10205,10205,2189.0,,2189,2189,2189.0,,2189,2189,1
lookback_20_horizon_10,20,10,cpdsconv,0.0150621547808187,,0.0150621547808187,0.0150621547808187,0.0066125911289069,,0.0066125911289069,0.0066125911289069,0.016284663957843,,0.016284663957843,0.016284663957843,0.0076953764858516,,0.0076953764858516,0.0076953764858516,-0.000946291618832298,,-0.000946291618832298,-0.000946291618832298,-0.0006004580900298003,,-0.0006004580900298003,-0.0006004580900298003,-0.0015577725596474003,,-0.0015577725596474003,-0.0015577725596474003,-0.0011043216592375995,,-0.0011043216592375995,-0.0011043216592375995,0.9408879790575475,,0.9408879790575475,0.9408879790575475,0.9126928344051911,,0.9126928344051911,0.9126928344051911,10205.0,,10205,10205,2189.0,,2189,2189,2189.0,,2189,2189,1
lookback_20_horizon_10,20,10,cpmlp_dsconv_fusion,0.0150909088133902,,0.0150909088133902,0.0150909088133902,0.0060118850968972,,0.0060118850968972,0.0060118850968972,0.0164692448398508,,0.0164692448398508,0.0164692448398508,0.0072860405582538,,0.0072860405582538,0.0072860405582538,-0.0009175375862607981,,-0.0009175375862607981,-0.0009175375862607981,-0.0012011641220395003,,-0.0012011641220395003,-0.0012011641220395003,-0.0013731916776396,,-0.0013731916776396,-0.0013731916776396,-0.0015136575868353996,,-0.0015136575868353996,-0.0015136575868353996,0.9426841578904995,,0.9426841578904995,0.9426841578904995,0.9230378835147598,,0.9230378835147598,0.9230378835147598,10205.0,,10205,10205,2189.0,,2189,2189,2189.0,,2189,2189,1
lookback_20_horizon_10,20,10,cpmlp_cpgru_fusion,0.0151028347704849,,0.0151028347704849,0.0151028347704849,0.0058138502098861,,0.0058138502098861,0.0058138502098861,0.016767346804001,,0.016767346804001,0.016767346804001,0.0072953688630016,,0.0072953688630016,0.0072953688630016,-0.0009056116291660983,,-0.0009056116291660983,-0.0009056116291660983,-0.0013991990090506008,,-0.0013991990090506008,-0.0013991990090506008,-0.0010750897134894008,,-0.0010750897134894008,-0.0010750897134894008,-0.0015043292820875994,,-0.0015043292820875994,-0.0015043292820875994,0.9434291369344971,,0.9434291369344971,0.9434291369344971,0.9397453530275687,,0.9397453530275687,0.9397453530275687,10205.0,,10205,10205,2189.0,,2189,2189,2189.0,,2189,2189,1
lookback_20_horizon_10,20,10,cpgru,0.0151154886251368,,0.0151154886251368,0.0151154886251368,0.0059811804748224,,0.0059811804748224,0.0059811804748224,0.0166869419568927,,0.0166869419568927,0.0166869419568927,0.0071910174802633,,0.0071910174802633,0.0071910174802633,-0.0008929577745141991,,-0.0008929577745141991,-0.0008929577745141991,-0.0012318687441143002,,-0.0012318687441143002,-0.0012318687441143002,-0.0011554945605977002,,-0.0011554945605977002,-0.0011554945605977002,-0.0016086806648258995,,-0.0016086806648258995,-0.0016086806648258995,0.9442195855724221,,0.9442195855724221,0.9442195855724221,0.9352389703354134,,0.9352389703354134,0.9352389703354134,10205.0,,10205,10205,2189.0,,2189,2189,2189.0,,2189,2189,1
lookback_20_horizon_10,20,10,persistence,0.016008446399651,,0.016008446399651,0.016008446399651,0.0072130492189367,,0.0072130492189367,0.0072130492189367,0.0178424365174904,,0.0178424365174904,0.0178424365174904,0.0087996981450892,,0.0087996981450892,0.0087996981450892,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,10205.0,,10205,10205,2189.0,,2189,2189,2189.0,,2189,2189,1
lookback_20_horizon_50,20,50,cpmlp_dsconv_fusion,0.0496125029935878,,0.0496125029935878,0.0496125029935878,0.0199370860795933,,0.0199370860795933,0.0199370860795933,0.0447080647541617,,0.0447080647541617,0.0447080647541617,0.0274002805309288,,0.0274002805309288,0.0274002805309288,-0.013605706924754102,,-0.013605706924754102,-0.013605706924754102,-0.008254493650655299,,-0.008254493650655299,-0.008254493650655299,-0.014258420413791606,,-0.014258420413791606,-0.014258420413791606,-0.010117510073441402,,-0.010117510073441402,-0.010117510073441402,0.7847818382974082,,0.7847818382974082,0.7847818382974082,0.7581945002626564,,0.7581945002626564,0.7581945002626564,9707.0,,9707,9707,2083.0,,2083,2083,2083.0,,2083,2083,1
lookback_20_horizon_50,20,50,cpmlp_cpgru_fusion,0.0514099569951493,,0.0514099569951493,0.0514099569951493,0.0193220533491382,,0.0193220533491382,0.0193220533491382,0.0461126652637612,,0.0461126652637612,0.0461126652637612,0.0268410613900743,,0.0268410613900743,0.0268410613900743,-0.011808252923192597,,-0.011808252923192597,-0.011808252923192597,-0.0088695263811104,,-0.0088695263811104,-0.0088695263811104,-0.012853819904192106,,-0.012853819904192106,-0.012853819904192106,-0.010676729214295903,,-0.010676729214295903,-0.010676729214295903,0.813214373857704,,0.813214373857704,0.813214373857704,0.7820148196457568,,0.7820148196457568,0.7820148196457568,9707.0,,9707,9707,2083.0,,2083,2083,2083.0,,2083,2083,1
lookback_20_horizon_50,20,50,cpdsconv,0.0570872060030584,,0.0570872060030584,0.0570872060030584,0.0199370773306158,,0.0199370773306158,0.0199370773306158,0.0494453349454504,,0.0494453349454504,0.0494453349454504,0.0287190052183041,,0.0287190052183041,0.0287190052183041,-0.006131003915283498,,-0.006131003915283498,-0.006131003915283498,-0.0082545023996328,,-0.0082545023996328,-0.0082545023996328,-0.009521150222502904,,-0.009521150222502904,-0.009521150222502904,-0.008798785386066103,,-0.008798785386066103,-0.008798785386066103,0.9030183878473809,,0.9030183878473809,0.9030183878473809,0.8385328514090001,,0.8385328514090001,0.8385328514090001,9707.0,,9707,9707,2083.0,,2083,2083,2083.0,,2083,2083,1
lookback_20_horizon_50,20,50,cpmlp,0.0577310736866199,,0.0577310736866199,0.0577310736866199,0.019944065417227,,0.019944065417227,0.019944065417227,0.0512764909136219,,0.0512764909136219,0.0512764909136219,0.0282648837214413,,0.0282648837214413,0.0282648837214413,-0.005487136231721999,,-0.005487136231721999,-0.005487136231721999,-0.0082475143130216,,-0.0082475143130216,-0.0082475143130216,-0.007689994254331402,,-0.007689994254331402,-0.007689994254331402,-0.009252906882928902,,-0.009252906882928902,-0.009252906882928902,0.913203233074621,,0.913203233074621,0.913203233074621,0.8695870335084733,,0.8695870335084733,0.8695870335084733,9707.0,,9707,9707,2083.0,,2083,2083,2083.0,,2083,2083,1
lookback_20_horizon_50,20,50,cpgru,0.0581346185625281,,0.0581346185625281,0.0581346185625281,0.0194364143459486,,0.0194364143459486,0.0194364143459486,0.0513578390626208,,0.0513578390626208,0.0513578390626208,0.0276955930418654,,0.0276955930418654,0.0276955930418654,-0.0050835913558138004,,-0.0050835913558138004,-0.0050835913558138004,-0.0087551653843,,-0.0087551653843,-0.0087551653843,-0.007608646105332503,,-0.007608646105332503,-0.007608646105332503,-0.009822197562504801,,-0.009822197562504801,-0.009822197562504801,0.9195865975582003,,0.9195865975582003,0.9195865975582003,0.870966599354516,,0.870966599354516,0.870966599354516,9707.0,,9707,9707,2083.0,,2083,2083,2083.0,,2083,2083,1
lookback_20_horizon_50,20,50,cpmlp_cpdsconv_fusion,0.0590781560480655,,0.0590781560480655,0.0590781560480655,0.0197280864702985,,0.0197280864702985,0.0197280864702985,0.05203622435366,,0.05203622435366,0.05203622435366,0.0279925364671892,,0.0279925364671892,0.0279925364671892,-0.004140053870276397,,-0.004140053870276397,-0.004140053870276397,-0.008463493259950099,,-0.008463493259950099,-0.008463493259950099,-0.0069302608142933,,-0.0069302608142933,-0.0069302608142933,-0.009525254137181003,,-0.009525254137181003,-0.009525254137181003,0.9345116877617375,,0.9345116877617375,0.9345116877617375,0.8824711902947251,,0.8824711902947251,0.8824711902947251,9707.0,,9707,9707,2083.0,,2083,2083,2083.0,,2083,2083,1
lookback_20_horizon_50,20,50,persistence,0.0632182099183419,,0.0632182099183419,0.0632182099183419,0.0281915797302486,,0.0281915797302486,0.0281915797302486,0.0589664851679533,,0.0589664851679533,0.0589664851679533,0.0375177906043702,,0.0375177906043702,0.0375177906043702,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,9707.0,,9707,9707,2083.0,,2083,2083,2083.0,,2083,2083,1
lookback_20_horizon_100,20,100,cpmlp_dsconv_fusion,0.0808149767967456,,0.0808149767967456,0.0808149767967456,0.0321199534220929,,0.0321199534220929,0.0321199534220929,0.0846891057338593,,0.0846891057338593,0.0846891057338593,0.0511154025785457,,0.0511154025785457,0.0511154025785457,-0.024126414290660106,,-0.024126414290660106,-0.024126414290660106,-0.017434680213530895,,-0.017434680213530895,-0.017434680213530895,-0.02432258164029301,,-0.02432258164029301,-0.02432258164029301,-0.019387432562610094,,-0.019387432562610094,-0.019387432562610094,0.7700962981273498,,0.7700962981273498,0.7700962981273498,0.7768809728005355,,0.7768809728005355,0.7768809728005355,9135.0,,9135,9135,1956.0,,1956,1956,1956.0,,1956,1956,1
lookback_20_horizon_100,20,100,cpmlp_cpdsconv_fusion,0.0821295556091265,,0.0821295556091265,0.0821295556091265,0.031397226672231,,0.031397226672231,0.031397226672231,0.084919672792379,,0.084919672792379,0.084919672792379,0.0504932514028071,,0.0504932514028071,0.0504932514028071,-0.022811835478279197,,-0.022811835478279197,-0.022811835478279197,-0.018157406963392797,,-0.018157406963392797,-0.018157406963392797,-0.024092014581773305,,-0.024092014581773305,-0.024092014581773305,-0.020009583738348692,,-0.020009583738348692,-0.020009583738348692,0.7826230885458797,,0.7826230885458797,0.7826230885458797,0.7789960401302278,,0.7789960401302278,0.7789960401302278,9135.0,,9135,9135,1956.0,,1956,1956,1956.0,,1956,1956,1
lookback_20_horizon_100,20,100,cpmlp_cpgru_fusion,0.0825708715812205,,0.0825708715812205,0.0825708715812205,0.030160652477378,,0.030160652477378,0.030160652477378,0.084679493219997,,0.084679493219997,0.084679493219997,0.0504480924091639,,0.0504480924091639,0.0504480924091639,-0.022370519506185196,,-0.022370519506185196,-0.022370519506185196,-0.019393981158245796,,-0.019393981158245796,-0.019393981158245796,-0.0243321941541553,,-0.0243321941541553,-0.0243321941541553,-0.020054742731991898,,-0.020054742731991898,-0.020054742731991898,0.7868284451503718,,0.7868284451503718,0.7868284451503718,0.776792794054808,,0.776792794054808,0.776792794054808,9135.0,,9135,9135,1956.0,,1956,1956,1956.0,,1956,1956,1
lookback_20_horizon_100,20,100,cpdsconv,0.09254661833235,,0.09254661833235,0.09254661833235,0.0322925645042904,,0.0322925645042904,0.0322925645042904,0.0908380675649678,,0.0908380675649678,0.0908380675649678,0.0508520368273333,,0.0508520368273333,0.0508520368273333,-0.012394772755055697,,-0.012394772755055697,-0.012394772755055697,-0.0172620691313334,,-0.0172620691313334,-0.0172620691313334,-0.0181736198091845,,-0.0181736198091845,-0.0181736198091845,-0.019650798313822493,,-0.019650798313822493,-0.019650798313822493,0.8818886177644425,,0.8818886177644425,0.8818886177644425,0.8332874185608319,,0.8332874185608319,0.8332874185608319,9135.0,,9135,9135,1956.0,,1956,1956,1956.0,,1956,1956,1
lookback_20_horizon_100,20,100,cpmlp,0.0929084015577467,,0.0929084015577467,0.0929084015577467,0.031311568604108,,0.031311568604108,0.031311568604108,0.0931419452449596,,0.0931419452449596,0.0931419452449596,0.0517278802533517,,0.0517278802533517,0.0517278802533517,-0.012032989529659005,,-0.012032989529659005,-0.012032989529659005,-0.0182430650315158,,-0.0182430650315158,-0.0182430650315158,-0.015869742129192704,,-0.015869742129192704,-0.015869742129192704,-0.018774954887804098,,-0.018774954887804098,-0.018774954887804098,0.8853360966061835,,0.8853360966061835,0.8853360966061835,0.8544216449496445,,0.8544216449496445,0.8544216449496445,9135.0,,9135,9135,1956.0,,1956,1956,1956.0,,1956,1956,1
lookback_20_horizon_100,20,100,cpgru,0.0937739530336146,,0.0937739530336146,0.0937739530336146,0.0313330311975718,,0.0313330311975718,0.0313330311975718,0.0922760296451133,,0.0922760296451133,0.0922760296451133,0.050584881465524,,0.050584881465524,0.050584881465524,-0.011167438053791098,,-0.011167438053791098,-0.011167438053791098,-0.018221602438051994,,-0.018221602438051994,-0.018221602438051994,-0.016735657729038997,,-0.016735657729038997,-0.016735657729038997,-0.019917953675631796,,-0.019917953675631796,-0.019917953675631796,0.8935840478378094,,0.8935840478378094,0.8935840478378094,0.8464783168469037,,0.8464783168469037,0.8464783168469037,9135.0,,9135,9135,1956.0,,1956,1956,1956.0,,1956,1956,1
lookback_20_horizon_100,20,100,persistence,0.1049413910874057,,0.1049413910874057,0.1049413910874057,0.0495546336356238,,0.0495546336356238,0.0495546336356238,0.1090116873741523,,0.1090116873741523,0.1090116873741523,0.0705028351411558,,0.0705028351411558,0.0705028351411558,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,9135.0,,9135,9135,1956.0,,1956,1956,1956.0,,1956,1956,1
